Customer_ID,Planted_Risk
CUST03094,Low
CUST03095,Low
CUST03096,Medium
CUST03097,Medium
CUST03098,Low
CUST03099,Low
CUST03100,Low
CUST03101,Low
CUST03102,Low
CUST03103,Low
CUST03104,Low
CUST03105,Medium
CUST03106,Low
CUST03107,Low
CUST03108,Low
CUST03109,Low
CUST03110,Low
CUST03111,Low
CUST03112,Low
CUST03113,Low
CUST03114,Low
CUST03115,Low
CUST03116,Low
CUST03117,Low
CUST03118,Low
CUST03119,Low
CUST03120,Low
CUST03121,Low
CUST03122,Low
CUST03123,Low
CUST03124,Low
CUST03125,Low
CUST03126,Low
CUST03127,Medium
CUST03128,Low
CUST03129,Low
CUST03130,Medium
CUST03131,Low
CUST03132,High
CUST03133,Low
CUST03134,Low
CUST03135,Medium
CUST03136,Low
CUST03137,Low
CUST03138,Low
CUST03139,Low
CUST03140,Low
CUST03141,Low
CUST03142,Low
CUST03143,Low
CUST03144,Low
CUST03145,Medium
CUST03146,Low
CUST03147,Low
CUST03148,Low
CUST03149,Low
CUST03150,Medium
CUST03151,Low
CUST03152,Low
CUST03153,Low
CUST03154,Low
CUST03155,Medium
CUST03156,Low
CUST03157,Low
CUST03158,Low
CUST03159,Low
CUST03160,Low
CUST03161,Low
CUST03162,Low
CUST03163,Low
CUST03164,Low
CUST03165,Low
CUST03166,Low
CUST03167,Low
CUST03168,Low
CUST03169,High
CUST03170,Low
CUST03171,Medium
CUST03172,Low
CUST03173,Low
CUST03174,Low
CUST03175,Low
CUST03176,Low
CUST03177,Low
CUST03178,Low
CUST03179,Medium
CUST03180,High
CUST03181,Low
CUST03182,Low
CUST03183,Medium
CUST03184,Low
CUST03185,Low
CUST03186,Medium
CUST03187,Low
CUST03188,Low
CUST03189,Low
CUST03190,Low
CUST03191,Medium
CUST03192,Low
CUST03193,Low
CUST03194,Low
CUST03195,Low
CUST03196,Low
CUST03197,Low
CUST03198,Low
CUST03199,Low
CUST03200,Medium
CUST03201,Low
CUST03202,Low
CUST03203,Low
CUST03204,Low
CUST03205,Low
CUST03206,Low
CUST03207,Low
CUST03208,Low
CUST03209,Low
CUST03210,Low
CUST03211,Low
CUST03212,Low
CUST03213,Low
CUST03214,Low
CUST03215,Low
CUST03216,Low
CUST03217,Low
CUST03218,Low
CUST03219,Low
CUST03220,Low
CUST03221,Low
CUST03222,Low
CUST03223,Low
CUST03224,Low
CUST03225,Low
CUST03226,Low
CUST03227,Low
CUST03228,Low
CUST03229,Low
CUST03230,Low
CUST03231,Low
CUST03232,Low
CUST03233,Low
CUST03234,Low
CUST03235,Low
CUST03236,Low
CUST03237,Low
CUST03238,Low
CUST03239,Medium
CUST03240,Low
CUST03241,Low
CUST03242,Low
CUST03243,Low
CUST03244,Low
CUST03245,Low
CUST03246,Low
CUST03247,Low
CUST03248,Medium
CUST03249,Low
CUST03250,Low
CUST03251,High
CUST03252,Low
CUST03253,Low
CUST03254,Low
CUST03255,Low
CUST03256,Low
CUST03257,Low
CUST03258,Low
CUST03259,Low
CUST03260,Low
CUST03261,Low
CUST03262,Low
CUST03263,Low
CUST03264,Low
CUST03265,Low
CUST03266,Low
CUST03267,Low
CUST03268,Low
CUST03269,Low
CUST03270,Low
CUST03271,Low
CUST03272,Low
CUST03273,Low
CUST03274,Low
CUST03275,Low
CUST03276,Low
CUST03277,Low
CUST03278,Low
CUST03279,Low
CUST03280,Medium
CUST03281,Low
CUST03282,Low
CUST03283,Low
CUST03284,Low
CUST03285,Medium
CUST03286,Low
CUST03287,Low
CUST03288,Low
CUST03289,Low
CUST03290,Low
CUST03291,Low
CUST03292,Low
CUST03293,Medium
CUST03294,Low
CUST03295,Low
CUST03296,Low
CUST03297,Low
CUST03298,Low
CUST03299,Medium
CUST03300,Medium
CUST03301,Low
CUST03302,High
CUST03303,Low
CUST03304,Low
CUST03305,Low
CUST03306,Low
CUST03307,Low
CUST03308,Low
CUST03309,Low
CUST03310,Low
CUST03311,Low
CUST03312,Low
CUST03313,Low
CUST03314,Low
CUST03315,Low
CUST03316,Low
CUST03317,Low
CUST03318,Low
CUST03319,Low
CUST03320,Low
CUST03321,Low
CUST03322,Low
CUST03323,Low
CUST03324,Low
CUST03325,Low
CUST03326,Low
CUST03327,Low
CUST03328,Low
CUST03329,Low
CUST03330,Low
CUST03331,Medium
CUST03332,Low
CUST03333,Medium
CUST03334,Low
CUST03335,Low
CUST03336,Low
CUST03337,Low
CUST03338,Low
CUST03339,Medium
CUST03340,Low
CUST03341,Low
CUST03342,Low
CUST03343,Low
CUST03344,Low
CUST03345,Low
CUST03346,Low
CUST03347,High
CUST03348,Low
CUST03349,Low
CUST03350,Low
CUST03351,Low
CUST03352,Low
CUST03353,Low
CUST03354,Low
CUST03355,Low
CUST03356,Low
CUST03357,Low
CUST03358,Low
CUST03359,Low
CUST03360,Low
CUST03361,Low
CUST03362,Low
CUST03363,High
CUST03364,Low
CUST03365,Low
CUST03366,Low
CUST03367,High
CUST03368,Low
CUST03369,Low
CUST03370,Low
CUST03371,Low
CUST03372,Low
CUST03373,Low
CUST03374,Low
CUST03375,Low
CUST03376,Medium
CUST03377,Low
CUST03378,Low
CUST03379,Low
CUST03380,High
CUST03381,Low
CUST03382,Low
CUST03383,Low
CUST03384,Low
CUST03385,Medium
CUST03386,Low
CUST03387,Low
CUST03388,Low
CUST03389,Low
CUST03390,Low
CUST03391,Low
CUST03392,Low
CUST03393,Low
CUST03394,Low
CUST03395,Low
CUST03396,Low
CUST03397,Low
CUST03398,Low
CUST03399,Low
CUST03400,Low
CUST03401,Medium
CUST03402,Low
CUST03403,Low
CUST03404,Low
CUST03405,Low
CUST03406,Low
CUST03407,Low
CUST03408,Low
CUST03409,Low
CUST03410,Low
CUST03411,Low
CUST03412,Low
CUST03413,Low
CUST03414,Low
CUST03415,Low
CUST03416,Low
CUST03417,Low
CUST03418,Low
CUST03419,Low
CUST03420,High
CUST03421,Low
CUST03422,Low
CUST03423,Low
CUST03424,Low
CUST03425,Low
CUST03426,Low
CUST03427,Low
CUST03428,Low
CUST03429,Low
CUST03430,Low
CUST03431,Low
CUST03432,Low
CUST03433,Medium
CUST03434,Low
CUST03435,Low
CUST03436,Low
CUST03437,Low
CUST03438,Low
CUST03439,Medium
CUST03440,Low
CUST03441,Low
CUST03442,Low
CUST03443,Low
CUST03444,Low
CUST03445,Low
CUST03446,Low
CUST03447,Low
CUST03448,Low
CUST03449,Low
CUST03450,Low
CUST03451,Low
CUST03452,Low
CUST03453,Low
CUST03454,Low
CUST03455,Low
CUST03456,Low
CUST03457,Low
CUST03458,Low
CUST03459,Low
CUST03460,Low
CUST03461,Low
CUST03462,High
CUST03463,Low
CUST03464,High
CUST03465,Low
CUST03466,Low
CUST03467,Low
CUST03468,Low
CUST03469,Low
CUST03470,Low
CUST03471,Low
CUST03472,Low
CUST03473,Low
CUST03474,Low
CUST03475,Low
CUST03476,Low
CUST03477,Low
CUST03478,Low
CUST03479,Low
CUST03480,Low
CUST03481,Low
CUST03482,Low
CUST03483,High
CUST03484,Low
CUST03485,Low
CUST03486,Low
CUST03487,Low
CUST03488,Low
CUST03489,Low
CUST03490,Low
CUST03491,Low
CUST03492,Low
CUST03493,Low
CUST03494,Low
CUST03495,Low
CUST03496,Low
CUST03497,Low
CUST03498,Low
CUST03499,Low
CUST03500,Low
CUST03501,Low
CUST03502,Low
CUST03503,Low
CUST03504,Low
CUST03505,Low
CUST03506,Low
CUST03507,Medium
CUST03508,Low
CUST03509,Low
CUST03510,Low
CUST03511,Low
CUST03512,Low
CUST03513,Low
CUST03514,Low
CUST03515,Medium
CUST03516,Medium
CUST03517,Low
CUST03518,Low
CUST03519,Medium
CUST03520,Low
CUST03521,Low
CUST03522,Low
CUST03523,Medium
CUST03524,Low
CUST03525,Low
CUST03526,Low
CUST03527,Low
CUST03528,Low
CUST03529,Medium
CUST03530,Low
CUST03531,Low
CUST03532,Low
CUST03533,Low
CUST03534,Low
CUST03535,Low
CUST03536,Low
CUST03537,Low
CUST03538,High
CUST03539,Low
CUST03540,Low
CUST03541,High
CUST03542,Low
CUST03543,Low
CUST03544,Medium
CUST03545,Low
CUST03546,Low
CUST03547,Low
CUST03548,Low
CUST03549,Low
CUST03550,Low
CUST03551,Low
CUST03552,Low
CUST03553,Low
CUST03554,Low
CUST03555,Low
CUST03556,High
CUST03557,Low
CUST03558,Low
CUST03559,Medium
CUST03560,Low
CUST03561,Low
CUST03562,Low
CUST03563,Low
CUST03564,Low
CUST03565,Low
CUST03566,Low
CUST03567,Low
CUST03568,Low
CUST03569,Low
CUST03570,Low
CUST03571,Low
CUST03572,Low
CUST03573,Low
CUST03574,Low
CUST03575,Medium
CUST03576,Low
CUST03577,Low
CUST03578,Low
CUST03579,Medium
CUST03580,Low
CUST03581,Low
CUST03582,Low
CUST03583,Low
CUST03584,Low
CUST03585,Low
CUST03586,Low
CUST03587,Low
CUST03588,Low
CUST03589,Medium
CUST03590,Low
CUST03591,Low
CUST03592,Medium
CUST03593,Low
CUST03594,Low
CUST03595,Low
CUST03596,Low
CUST03597,Low
CUST03598,Low
CUST03599,Low
CUST03600,Low
CUST03601,Low
CUST03602,Low
CUST03603,Low
CUST03604,Low
CUST03605,Low
CUST03606,High
CUST03607,Low
CUST03608,Low
CUST03609,Low
CUST03610,Low
CUST03611,Low
CUST03612,Low
CUST03613,Low
CUST03614,Low
CUST03615,Low
CUST03616,Low
CUST03617,Low
CUST03618,Low
CUST03619,Low
CUST03620,High
CUST03621,Low
CUST03622,Low
CUST03623,Medium
CUST03624,Low
CUST03625,Low
CUST03626,Low
CUST03627,Low
CUST03628,Low
CUST03629,Low
CUST03630,Low
CUST03631,Low
CUST03632,Low
CUST03633,Low
CUST03634,Low
CUST03635,Low
CUST03636,Low
CUST03637,Medium
CUST03638,Low
CUST03639,Low
CUST03640,Low
CUST03641,Medium
CUST03642,Low
CUST03643,Medium
CUST03644,Medium
CUST03645,Low
CUST03646,Low
CUST03647,Medium
CUST03648,Low
CUST03649,Low
CUST03650,Low
CUST03651,Low
CUST03652,Low
CUST03653,Low
CUST03654,Low
CUST03655,Low
CUST03656,Low
CUST03657,Low
CUST03658,Low
CUST03659,Low
CUST03660,Low
CUST03661,Low
CUST03662,Low
CUST03663,Low
CUST03664,Low
CUST03665,Low
CUST03666,Low
CUST03667,Low
CUST03668,Low
CUST03669,Low
CUST03670,Medium
CUST03671,Low
CUST03672,Low
CUST03673,Low
CUST03674,Low
CUST03675,Low
CUST03676,Low
CUST03677,Low
CUST03678,Low
CUST03679,Low
CUST03680,Low
CUST03681,Low
CUST03682,Low
CUST03683,Low
CUST03684,Low
CUST03685,Low
CUST03686,Low
CUST03687,Low
CUST03688,Medium
CUST03689,Low
CUST03690,Low
CUST03691,Low
CUST03692,Low
CUST03693,Low
CUST03694,Low
CUST03695,High
CUST03696,Low
CUST03697,Low
CUST03698,Low
CUST03699,Low
CUST03700,Low
CUST03701,Low
CUST03702,Medium
CUST03703,Low
CUST03704,Low
CUST03705,Low
CUST03706,Low
CUST03707,Low
CUST03708,Low
CUST03709,Low
CUST03710,Low
CUST03711,Low
CUST03712,Low
CUST03713,Low
CUST03714,Low
CUST03715,Low
CUST03716,Low
CUST03717,Low
CUST03718,Low
CUST03719,Medium
CUST03720,Low
CUST03721,Low
CUST03722,Low
CUST03723,Low
CUST03724,Low
CUST03725,Medium
CUST03726,Low
CUST03727,Low
CUST03728,Low
CUST03729,Low
CUST03730,Low
CUST03731,Low
CUST03732,Low
CUST03733,Medium
CUST03734,Low
CUST03735,Low
CUST03736,Low
CUST03737,Low
CUST03738,Low
CUST03739,Low
CUST03740,Low
CUST03741,Low
CUST03742,Low
CUST03743,Low
CUST03744,Medium
CUST03745,Low
CUST03746,Medium
CUST03747,Low
CUST03748,Low
CUST03749,Low
CUST03750,Low
CUST03751,Low
CUST03752,Low
CUST03753,Low
CUST03754,Low
CUST03755,Low
CUST03756,Low
CUST03757,Medium
CUST03758,Low
CUST03759,Low
CUST03760,Low
CUST03761,Low
CUST03762,Low
CUST03763,Medium
CUST03764,Low
CUST03765,Low
CUST03766,Low
CUST03767,Low
CUST03768,Low
CUST03769,Low
CUST03770,Low
CUST03771,Low
CUST03772,Low
CUST03773,Low
CUST03774,Low
CUST03775,Low
CUST03776,High
CUST03777,Low
CUST03778,Medium
CUST03779,Low
CUST03780,Low
CUST03781,High
CUST03782,Low
CUST03783,Low
CUST03784,Low
CUST03785,Low
CUST03786,Low
CUST03787,Low
CUST03788,Low
CUST03789,Low
CUST03790,Low
CUST03791,Low
CUST03792,Medium
CUST03793,Low
CUST03794,Low
CUST03795,Low
CUST03796,Low
CUST03797,Low
CUST03798,Low
CUST03799,Low
CUST03800,Low
CUST03801,Low
CUST03802,Low
CUST03803,Low
CUST03804,Low
CUST03805,Low
CUST03806,Low
CUST03807,Low
CUST03808,Low
CUST03809,Low
CUST03810,Low
CUST03811,Low
CUST03812,Low
CUST03813,Low
CUST03814,Low
CUST03815,Low
CUST03816,Low
CUST03817,Low
CUST03818,Low
CUST03819,Low
CUST03820,Low
CUST03821,Low
CUST03822,Low
CUST03823,Low
CUST03824,Low
CUST03825,Low
CUST03826,Medium
CUST03827,Low
CUST03828,Low
CUST03829,Low
CUST03830,Low
CUST03831,Low
CUST03832,Low
CUST03833,Low
CUST03834,Low
CUST03835,Low
CUST03836,Low
CUST03837,Low
CUST03838,Low
CUST03839,Low
CUST03840,Low
CUST03841,Medium
CUST03842,High
CUST03843,Low
CUST03844,Low
CUST03845,Low
CUST03846,Low
CUST03847,Low
CUST03848,Low
CUST03849,Low
CUST03850,Low
CUST03851,Low
CUST03852,Low
CUST03853,Low
CUST03854,Low
CUST03855,Low
CUST03856,Low
CUST03857,Medium
CUST03858,Medium
CUST03859,Low
CUST03860,Low
CUST03861,Low
CUST03862,Low
CUST03863,Low
CUST03864,Low
CUST03865,Low
CUST03866,Low
CUST03867,Low
CUST03868,Low
CUST03869,Low
CUST03870,Low
CUST03871,Medium
CUST03872,Low
CUST03873,Low
CUST03874,Low
CUST03875,Low
CUST03876,Low
CUST03877,Low
CUST03878,Low
CUST03879,Low
CUST03880,Low
CUST03881,Low
CUST03882,Low
CUST03883,Low
CUST03884,Low
CUST03885,Low
CUST03886,Low
CUST03887,Low
CUST03888,Low
CUST03889,Low
CUST03890,Low
CUST03891,Medium
CUST03892,Low
CUST03893,Low
CUST03894,Low
CUST03895,Low
CUST03896,Low
CUST03897,Low
CUST03898,Low
CUST03899,Low
CUST03900,Low
CUST03901,Low
CUST03902,Low
CUST03903,Low
CUST03904,Low
CUST03905,Low
CUST03906,Low
CUST03907,Low
CUST03908,Low
CUST03909,Low
CUST03910,Low
CUST03911,Low
CUST03912,Low
CUST03913,Low
CUST03914,Low
CUST03915,Low
CUST03916,Low
CUST03917,Low
CUST03918,Low
CUST03919,Low
CUST03920,Low
CUST03921,Low
CUST03922,Low
CUST03923,Low
CUST03924,Medium
CUST03925,Low
CUST03926,Low
CUST03927,Low
CUST03928,Low
CUST03929,Medium
CUST03930,Low
CUST03931,Low
CUST03932,Low
CUST03933,Low
CUST03934,Low
CUST03935,Low
CUST03936,Low
CUST03937,Low
CUST03938,Low
CUST03939,Medium
CUST03940,Low
CUST03941,Low
CUST03942,Low
CUST03943,Medium
CUST03944,Low
CUST03945,Low
CUST03946,High
CUST03947,Low
CUST03948,Low
CUST03949,Low
CUST03950,Medium
CUST03951,Low
CUST03952,High
CUST03953,Low
CUST03954,Medium
CUST03955,Low
CUST03956,Low
CUST03957,Low
CUST03958,Low
CUST03959,Low
CUST03960,Low
CUST03961,Low
CUST03962,Low
CUST03963,Low
CUST03964,Low
CUST03965,Low
CUST03966,Low
CUST03967,Low
CUST03968,Low
CUST03969,Low
CUST03970,Medium
CUST03971,Low
CUST03972,Low
CUST03973,Low
CUST03974,Low
CUST03975,Low
CUST03976,Low
CUST03977,High
CUST03978,High
CUST03979,Medium
CUST03980,Low
CUST03981,Low
CUST03982,Low
CUST03983,Low
CUST03984,Low
CUST03985,Low
CUST03986,Low
CUST03987,Low
CUST03988,Low
CUST03989,Low
CUST03990,Low
CUST03991,Low
CUST03992,Low
CUST03993,Low
CUST03994,Medium
CUST03995,Low
CUST03996,Low
CUST03997,Low
CUST03998,Medium
CUST03999,Low
CUST04000,Low
CUST04001,Medium
CUST04002,Low
CUST04003,Low
CUST04004,Low
CUST04005,Low
CUST04006,Low
CUST04007,Low
CUST04008,Low
CUST04009,Low
CUST04010,Low
CUST04011,Low
CUST04012,Low
CUST04013,Low
CUST04014,Low
CUST04015,Low
CUST04016,Low
CUST04017,Low
CUST04018,Low
CUST04019,Low
CUST04020,Low
CUST04021,Low
CUST04022,Low
CUST04023,Low
CUST04024,Low
CUST04025,Low
CUST04026,Low
CUST04027,Low
CUST04028,Low
CUST04029,Low
CUST04030,Medium
CUST04031,Low
CUST04032,Low
CUST04033,Low
CUST04034,Low
CUST04035,Low
CUST04036,Low
CUST04037,Low
CUST04038,Low
CUST04039,Medium
CUST04040,Low
CUST04041,Low
CUST04042,High
CUST04043,Low
CUST04044,Low
CUST04045,Low
CUST04046,Low
CUST04047,Low
CUST04048,Medium
CUST04049,Low
CUST04050,Low
CUST04051,Low
CUST04052,Low
CUST04053,Low
CUST04054,Low
CUST04055,Low
CUST04056,Low
CUST04057,Low
CUST04058,Low
CUST04059,Low
CUST04060,Low
CUST04061,High
CUST04062,Low
CUST04063,Low
CUST04064,Low
CUST04065,Low
CUST04066,Low
CUST04067,Low
CUST04068,Low
CUST04069,Low
CUST04070,Low
CUST04071,High
CUST04072,Low
CUST04073,Low
CUST04074,Medium
CUST04075,Low
CUST04076,Low
CUST04077,Low
CUST04078,Low
CUST04079,Low
CUST04080,Low
CUST04081,Low
CUST04082,Low
CUST04083,Low
CUST04084,Low
CUST04085,Low
CUST04086,Low
CUST04087,Medium
CUST04088,Low
CUST04089,Low
CUST04090,Low
CUST04091,Low
CUST04092,Low
CUST04093,Low
CUST04094,Low
CUST04095,Low
CUST04096,Low
CUST04097,Low
CUST04098,Low
CUST04099,Low
CUST04100,Medium
CUST04101,Low
CUST04102,Low
CUST04103,Low
CUST04104,Low
CUST04105,Low
CUST04106,Low
CUST04107,Medium
CUST04108,Low
CUST04109,Low
CUST04110,Low
CUST04111,Low
CUST04112,Low
CUST04113,Low
CUST04114,Low
CUST04115,Low
CUST04116,Low
CUST04117,Low
CUST04118,Low
CUST04119,Low
CUST04120,Medium
CUST04121,Low
CUST04122,Low
CUST04123,Low
CUST04124,Low
CUST04125,Low
CUST04126,Low
CUST04127,Low
CUST04128,Low
CUST04129,Low
CUST04130,Low
CUST04131,Low
CUST04132,Low
CUST04133,Low
CUST04134,Low
CUST04135,Low
CUST04136,Low
CUST04137,Low
CUST04138,High
CUST04139,Low
CUST04140,Low
CUST04141,Low
CUST04142,Low
CUST04143,Low
CUST04144,Low
CUST04145,Low
CUST04146,Low
CUST04147,Low
CUST04148,Low
CUST04149,Low
CUST04150,High
CUST04151,Low
CUST04152,Low
CUST04153,Low
CUST04154,Low
CUST04155,Low
CUST04156,Low
CUST04157,Low
CUST04158,Low
CUST04159,Low
CUST04160,Low
CUST04161,Low
CUST04162,High
CUST04163,Low
CUST04164,Low
CUST04165,Low
CUST04166,Low
CUST04167,Low
CUST04168,Low
CUST04169,Low
CUST04170,Low
CUST04171,Low
CUST04172,Low
CUST04173,Low
CUST04174,Low
CUST04175,Low
CUST04176,Low
CUST04177,Low
CUST04178,Low
CUST04179,Low
CUST04180,Low
CUST04181,High
CUST04182,Low
CUST04183,Low
CUST04184,Low
CUST04185,Low
CUST04186,Low
CUST04187,Low
CUST04188,Low
CUST04189,Low
CUST04190,Low
CUST04191,Low
CUST04192,Low
CUST04193,Low
CUST04194,Low
CUST04195,Low
CUST04196,Low
CUST04197,Low
CUST04198,Low
CUST04199,Low
CUST04200,Low
CUST04201,Low
CUST04202,Low
CUST04203,Low
CUST04204,Low
CUST04205,Low
CUST04206,Medium
CUST04207,Low
CUST04208,Low
CUST04209,Low
CUST04210,Low
CUST04211,Low
CUST04212,Low
CUST04213,Low
CUST04214,Low
CUST04215,Low
CUST04216,Low
CUST04217,Low
CUST04218,Low
CUST04219,Low
CUST04220,Low
CUST04221,Low
CUST04222,Low
CUST04223,Low
CUST04224,Low
CUST04225,Low
CUST04226,Low
CUST04227,Low
CUST04228,Low
CUST04229,Low
CUST04230,Low
CUST04231,Low
CUST04232,Low
CUST04233,Low
CUST04234,Low
CUST04235,Medium
CUST04236,Low
CUST04237,Low
CUST04238,Low
CUST04239,Low
CUST04240,Low
CUST04241,Low
CUST04242,Low
CUST04243,Low
CUST04244,Low
CUST04245,Low
CUST04246,Low
CUST04247,Low
CUST04248,Low
CUST04249,Low
CUST04250,Low
CUST04251,Medium
CUST04252,Low
CUST04253,Low
CUST04254,Low
CUST04255,Low
CUST04256,Low
CUST04257,Low
CUST04258,Low
CUST04259,Low
CUST04260,Low
CUST04261,Low
CUST04262,Low
CUST04263,Low
CUST04264,Medium
CUST04265,Low
CUST04266,Low
CUST04267,Low
CUST04268,Low
CUST04269,Low
CUST04270,Low
CUST04271,Low
CUST04272,Low
CUST04273,Low
CUST04274,Low
CUST04275,Low
CUST04276,Low
CUST04277,Low
CUST04278,Low
CUST04279,Low
CUST04280,Low
CUST04281,Low
CUST04282,Low
CUST04283,Medium
CUST04284,Medium
CUST04285,Low
CUST04286,Low
CUST04287,Low
CUST04288,Low
CUST04289,Low
CUST04290,Low
CUST04291,High
CUST04292,Low
CUST04293,Low
CUST04294,Low
CUST04295,Low
CUST04296,Low
CUST04297,Low
CUST04298,Medium
CUST04299,Low
CUST04300,Low
CUST04301,Low
CUST04302,Low
CUST04303,Low
CUST04304,Low
CUST04305,Low
CUST04306,Low
CUST04307,Low
CUST04308,High
CUST04309,Low
CUST04310,High
CUST04311,Low
CUST04312,Low
CUST04313,Low
CUST04314,Medium
CUST04315,Low
CUST04316,Low
CUST04317,Low
CUST04318,Low
CUST04319,Low
CUST04320,Low
CUST04321,Low
CUST04322,Low
CUST04323,Low
CUST04324,Low
CUST04325,Low
CUST04326,Low
CUST04327,High
CUST04328,Low
CUST04329,High
CUST04330,Low
CUST04331,Low
CUST04332,Low
CUST04333,Low
CUST04334,Low
CUST04335,Low
CUST04336,Low
CUST04337,Medium
CUST04338,Low
CUST04339,Low
CUST04340,Medium
CUST04341,Low
CUST04342,Low
CUST04343,Low
CUST04344,Low
CUST04345,Low
CUST04346,Low
CUST04347,Low
CUST04348,Low
CUST04349,High
CUST04350,Low
CUST04351,Medium
CUST04352,Medium
CUST04353,Low
CUST04354,Low
CUST04355,Low
CUST04356,Low
CUST04357,Low
CUST04358,Medium
CUST04359,Low
CUST04360,Low
CUST04361,Low
CUST04362,Low
CUST04363,Low
CUST04364,Low
CUST04365,Low
CUST04366,Low
CUST04367,Low
CUST04368,Low
CUST04369,Low
CUST04370,Low
CUST04371,Low
CUST04372,Low
CUST04373,Low
CUST04374,Medium
CUST04375,Low
CUST04376,Low
CUST04377,Low
CUST04378,Low
CUST04379,Low
CUST04380,Low
CUST04381,Low
CUST04382,Medium
CUST04383,Low
CUST04384,Low
CUST04385,Low
CUST04386,Low
CUST04387,Low
CUST04388,Low
CUST04389,Low
CUST04390,Low
CUST04391,Low
CUST04392,Low
CUST04393,Low
CUST04394,Low
CUST04395,Low
CUST04396,Low
CUST04397,Low
CUST04398,Low
CUST04399,Low
CUST04400,Low
CUST04401,Low
CUST04402,Low
CUST04403,Low
CUST04404,Low
CUST04405,Low
CUST04406,Low
CUST04407,Low
CUST04408,Low
CUST04409,Low
CUST04410,Low
CUST04411,Medium
CUST04412,Low
CUST04413,Low
CUST04414,Low
CUST04415,Low
CUST04416,High
CUST04417,Low
CUST04418,Low
CUST04419,Low
CUST04420,Medium
CUST04421,Low
CUST04422,Low
CUST04423,Low
CUST04424,Low
CUST04425,Low
CUST04426,Low
CUST04427,Medium
CUST04428,Low
CUST04429,Low
CUST04430,Low
CUST04431,Low
CUST04432,Medium
CUST04433,Low
CUST04434,Medium
CUST04435,Low
CUST04436,Low
CUST04437,Low
CUST04438,Medium
CUST04439,Low
CUST04440,Low
CUST04441,Low
CUST04442,Medium
CUST04443,Low
CUST04444,Low
CUST04445,Low
CUST04446,Low
CUST04447,Low
CUST04448,Low
CUST04449,Low
CUST04450,Low
CUST04451,Low
CUST04452,Low
CUST04453,Low
CUST04454,Low
CUST04455,Low
CUST04456,Low
CUST04457,Low
CUST04458,Medium
CUST04459,Low
CUST04460,Low
CUST04461,Low
CUST04462,Low
CUST04463,Low
CUST04464,Low
CUST04465,Low
CUST04466,Low
CUST04467,Low
CUST04468,Low
CUST04469,Low
CUST04470,Low
CUST04471,High
CUST04472,Low
CUST04473,Low
CUST04474,Low
CUST04475,Low
CUST04476,Low
CUST04477,Low
CUST04478,Low
CUST04479,Low
CUST04480,Low
CUST04481,Low
CUST04482,Low
CUST04483,Low
CUST04484,High
CUST04485,Low
CUST04486,Medium
CUST04487,Low
CUST04488,Low
CUST04489,Medium
CUST04490,Low
CUST04491,Low
CUST04492,Low
CUST04493,Low
CUST04494,Medium
CUST04495,Low
CUST04496,Low
CUST04497,Medium
CUST04498,Low
CUST04499,Low
CUST04500,Low
CUST04501,Low
CUST04502,Low
CUST04503,Low
CUST04504,Low
CUST04505,Low
CUST04506,Low
CUST04507,Low
CUST04508,Low
CUST04509,Low
CUST04510,Low
CUST04511,Low
CUST04512,Low
CUST04513,Low
CUST04514,Low
CUST04515,Low
CUST04516,Low
CUST04517,Low
CUST04518,Low
CUST04519,Low
CUST04520,Low
CUST04521,Low
CUST04522,Low
CUST04523,Low
CUST04524,Low
CUST04525,Low
CUST04526,Low
CUST04527,Low
CUST04528,Low
CUST04529,Low
CUST04530,Low
CUST04531,Low
CUST04532,Low
CUST04533,Low
CUST04534,Low
CUST04535,Low
CUST04536,Low
CUST04537,Low
CUST04538,Low
CUST04539,Low
CUST04540,Low
CUST04541,Low
CUST04542,Low
CUST04543,Low
CUST04544,Low
CUST04545,Low
CUST04546,Medium
CUST04547,Low
CUST04548,Low
CUST04549,Low
CUST04550,Low
CUST04551,Low
CUST04552,Low
CUST04553,Low
CUST04554,Low
CUST04555,Low
CUST04556,Low
CUST04557,Low
CUST04558,Low
CUST04559,Low
CUST04560,Low
CUST04561,Low
CUST04562,Low
CUST04563,Low
CUST04564,Low
CUST04565,Low
CUST04566,Low
CUST04567,Low
CUST04568,Medium
CUST04569,Low
CUST04570,Low
CUST04571,Low
CUST04572,Low
CUST04573,Low
CUST04574,Low
CUST04575,Medium
CUST04576,Low
CUST04577,Low
CUST04578,Medium
CUST04579,Medium
CUST04580,Low
CUST04581,Low
CUST04582,Low
CUST04583,Low
CUST04584,Low
CUST04585,Low
CUST04586,Low
CUST04587,Low
CUST04588,Low
CUST04589,Low
CUST04590,Low
CUST04591,Low
CUST04592,Low
CUST04593,Low
CUST04594,Low
CUST04595,Low
CUST04596,Low
CUST04597,High
CUST04598,Low
CUST04599,Low
CUST04600,Low
CUST04601,Low
CUST04602,Low
CUST04603,Low
CUST04604,Low
CUST04605,Low
CUST04606,Low
CUST04607,Low
CUST04608,Low
CUST04609,Low
CUST04610,Low
CUST04611,Low
CUST04612,Low
CUST04613,Low
CUST04614,Low
CUST04615,Low
CUST04616,Low
CUST04617,Low
CUST04618,Low
CUST04619,Low
CUST04620,Low
CUST04621,Low
CUST04622,Low
CUST04623,Low
CUST04624,Low
CUST04625,Low
CUST04626,Low
CUST04627,Low
CUST04628,Low
CUST04629,Low
CUST04630,Medium
CUST04631,Low
CUST04632,Low
CUST04633,Low
CUST04634,Medium
CUST04635,Low
CUST04636,Low
CUST04637,Low
CUST04638,Low
